Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate
31,No,Travel_Frequently,Travel_Rarely,Sales,2,4,Other,1,1613,4,Male,54
36,No,Travel_Rarely,Travel_Rarely,Research & Development,12,4,Life Sciences,1,1614,3,Female,76
34,No,Travel_Frequently,Travel_Rarely,Research & Development,10,4,Life Sciences,1,1615,3,Male,42
49,No,Travel_Rarely,Travel_Rarely,Research & Development,25,4,Life Sciences,1,1617,3,Female,84
39,No,Travel_Rarely,Travel_Rarely,Research & Development,10,5,Medical,1,1618,2,Male,76
27,No,Travel_Rarely,Travel_Rarely,Research & Development,19,3,Other,1,1619,4,Male,67
35,No,Travel_Rarely,Travel_Rarely,Research & Development,18,5,Life Sciences,1,1621,2,Male,48
28,No,Travel_Rarely,Travel_Rarely,Research & Development,27,3,Medical,1,1622,2,Female,39
21,No,Travel_Rarely,Travel_Rarely,Research & Development,5,1,Medical,1,1623,3,Male,97
18,Yes,Travel_Frequently,Travel_Rarely,Sales,3,2,Medical,1,1624,2,Female,70
47,No,Travel_Rarely,Travel_Rarely,Human Resources,26,4,Life Sciences,1,1625,4,Female,98
39,No,Travel_Rarely,Travel_Rarely,Research & Development,3,2,Medical,1,1627,3,Male,76
40,No,Travel_Rarely,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1628,1,Female,80
35,No,Non-Travel,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1630,3,Female,52
37,No,Travel_Rarely,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1631,3,Male,85
39,No,Travel_Frequently,Travel_Rarely,Research & Development,4,3,Medical,1,1633,1,Female,81
45,No,Travel_Rarely,Travel_Rarely,Research & Development,2,2,Other,1,1635,4,Female,59
38,No,Travel_Rarely,Travel_Rarely,Research & Development,2,2,Medical,1,1638,4,Female,54
35,Yes,Travel_Rarely,Travel_Rarely,Sales,10,3,Medical,1,1639,4,Male,55
37,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Medical,1,1640,2,Female,71
40,No,Travel_Rarely,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1641,3,Female,84
44,No,Travel_Frequently,Travel_Rarely,Human Resources,1,5,Human Resources,1,1642,1,Male,37
48,No,Travel_Frequently,Travel_Rarely,Research & Development,4,5,Medical,1,1644,3,Male,89
35,Yes,Travel_Rarely,Travel_Rarely,Sales,15,2,Medical,1,1645,1,Male,59
24,No,Travel_Frequently,Travel_Rarely,Research & Development,2,1,Technical Degree,1,1646,1,Female,32
27,No,Travel_Rarely,Travel_Rarely,Research & Development,8,3,Medical,1,1647,2,Female,86
27,No,Travel_Frequently,Travel_Rarely,Research & Development,2,3,Medical,1,1648,4,Male,87
40,Yes,Travel_Rarely,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1649,1,Male,73
29,No,Travel_Rarely,Travel_Rarely,Sales,10,3,Medical,1,1650,3,Male,42
36,No,Travel_Rarely,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1651,2,Female,42
25,No,Travel_Frequently,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1653,4,Male,77
39,No,Travel_Rarely,Travel_Rarely,Research & Development,12,3,Medical,1,1654,4,Male,66
49,No,Travel_Rarely,Travel_Rarely,Research & Development,22,4,Other,1,1655,1,Female,72
50,No,Travel_Rarely,Travel_Rarely,Research & Development,17,5,Life Sciences,1,1656,4,Female,50
20,No,Travel_Rarely,Travel_Rarely,Sales,2,3,Medical,1,1657,3,Female,31
34,No,Travel_Rarely,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1658,4,Female,66
36,No,Travel_Rarely,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1659,1,Male,77
49,No,Travel_Rarely,Travel_Rarely,Research & Development,6,1,Life Sciences,1,1661,3,Female,41
36,No,Non-Travel,Travel_Rarely,Research & Development,1,4,Medical,1,1662,4,Female,33
36,No,Travel_Rarely,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1664,4,Male,79
54,No,Travel_Rarely,Travel_Rarely,Research & Development,22,5,Medical,1,1665,2,Female,91
43,No,Travel_Rarely,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1666,3,Male,65
35,Yes,Travel_Frequently,Travel_Rarely,Sales,12,4,Other,1,1667,4,Male,36
38,No,Travel_Frequently,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1668,4,Male,90
29,No,Travel_Rarely,Travel_Rarely,Sales,5,3,Medical,1,1669,1,Male,43
33,No,Travel_Rarely,Travel_Rarely,Sales,2,4,Medical,1,1670,4,Male,93
32,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Medical,1,1671,4,Male,45
31,No,Travel_Rarely,Travel_Rarely,Sales,5,4,Life Sciences,1,1673,1,Female,67
49,No,Travel_Rarely,Travel_Rarely,Research & Development,16,3,Medical,1,1674,4,Female,74
38,No,Travel_Frequently,Travel_Rarely,Research & Development,2,3,Medical,1,1675,4,Female,42
47,No,Travel_Rarely,Travel_Rarely,Sales,2,4,Life Sciences,1,1676,2,Female,47
49,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1677,3,Male,36
41,No,Travel_Rarely,Travel_Rarely,Sales,23,2,Life Sciences,1,1678,4,Male,80
20,No,Travel_Rarely,Travel_Rarely,Sales,9,1,Life Sciences,1,1680,4,Male,54
33,No,Non-Travel,Travel_Rarely,Sales,16,3,Life Sciences,1,1681,3,Female,36
36,No,Travel_Rarely,Travel_Rarely,Research & Development,26,4,Life Sciences,1,1682,1,Male,80
44,No,Travel_Rarely,Travel_Rarely,Human Resources,1,3,Life Sciences,1,1683,3,Female,44
23,Yes,Travel_Rarely,Travel_Rarely,Research & Development,8,1,Medical,1,1684,4,Male,93
38,No,Travel_Rarely,Travel_Rarely,Research & Development,4,2,Medical,1,1687,4,Female,87
53,No,Travel_Rarely,Travel_Rarely,Research & Development,24,4,Medical,1,1689,2,Male,48
48,Yes,Travel_Frequently,Travel_Rarely,Sales,7,2,Medical,1,1691,4,Female,95
32,Yes,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1692,4,Male,95
26,No,Non-Travel,Travel_Rarely,Research & Development,7,3,Medical,1,1693,4,Male,76
55,No,Travel_Rarely,Travel_Rarely,Research & Development,22,3,Technical Degree,1,1694,1,Male,94
34,No,Travel_Rarely,Travel_Rarely,Research & Development,5,2,Medical,1,1696,2,Male,57
60,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Medical,1,1697,3,Male,92
33,No,Travel_Rarely,Travel_Rarely,Research & Development,21,3,Medical,1,1698,2,Male,79
37,No,Travel_Frequently,Travel_Rarely,Sales,1,4,Medical,1,1700,3,Male,31
34,No,Travel_Rarely,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1701,2,Female,35
23,Yes,Travel_Rarely,Travel_Rarely,Sales,7,3,Life Sciences,1,1702,3,Male,99
44,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1703,3,Female,96
35,No,Travel_Frequently,Travel_Rarely,Research & Development,2,4,Medical,1,1704,1,Male,79
43,No,Travel_Rarely,Travel_Rarely,Sales,2,3,Medical,1,1706,4,Male,73
24,No,Travel_Rarely,Travel_Rarely,Research & Development,9,3,Medical,1,1707,3,Male,62
41,No,Travel_Rarely,Travel_Rarely,Sales,6,3,Marketing,1,1708,4,Male,35
29,No,Travel_Rarely,Travel_Rarely,Research & Development,9,4,Medical,1,1709,4,Female,43
36,No,Travel_Rarely,Travel_Rarely,Sales,2,4,Life Sciences,1,1710,3,Female,51
45,No,Non-Travel,Travel_Rarely,Research & Development,1,1,Life Sciences,1,1712,3,Male,74
24,Yes,Travel_Rarely,Travel_Rarely,Human Resources,22,1,Human Resources,1,1714,4,Male,58
47,Yes,Travel_Frequently,Travel_Rarely,Sales,9,3,Life Sciences,1,1716,3,Male,82
26,No,Travel_Rarely,Travel_Rarely,Research & Development,17,4,Medical,1,1718,4,Male,62
45,No,Travel_Rarely,Travel_Rarely,Research & Development,28,2,Technical Degree,1,1719,4,Female,48
32,No,Travel_Frequently,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1720,1,Male,56
31,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1721,2,Male,69
41,No,Non-Travel,Travel_Rarely,Human Resources,4,3,Human Resources,1,1722,3,Male,60
40,No,Travel_Rarely,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1724,2,Female,92
24,No,Travel_Rarely,Travel_Rarely,Research & Development,29,1,Medical,1,1725,2,Male,91
46,No,Travel_Rarely,Travel_Rarely,Research & Development,13,4,Life Sciences,1,1727,3,Male,34
35,No,Travel_Rarely,Travel_Rarely,Research & Development,27,4,Life Sciences,1,1728,4,Male,49
30,No,Travel_Rarely,Travel_Rarely,Research & Development,16,1,Life Sciences,1,1729,2,Male,33
47,No,Non-Travel,Travel_Rarely,Sales,2,4,Marketing,1,1731,3,Male,87
46,No,Travel_Rarely,Travel_Rarely,Sales,2,3,Life Sciences,1,1732,3,Male,74
36,Yes,Travel_Rarely,Travel_Rarely,Sales,13,5,Marketing,1,1733,2,Male,96
32,Yes,Travel_Rarely,Travel_Rarely,Sales,1,2,Life Sciences,1,1734,1,Male,34
23,No,Travel_Rarely,Travel_Rarely,Research & Development,4,1,Medical,1,1735,3,Female,51
31,No,Travel_Frequently,Travel_Rarely,Research & Development,24,1,Technical Degree,1,1736,4,Female,30
39,No,Non-Travel,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1737,4,Male,77
32,No,Travel_Rarely,Travel_Rarely,Sales,19,3,Life Sciences,1,1739,4,Male,80
40,No,Travel_Rarely,Travel_Rarely,Sales,7,4,Medical,1,1740,2,Male,88
45,No,Travel_Rarely,Travel_Rarely,Human Resources,4,3,Life Sciences,1,1744,3,Female,56
30,No,Travel_Frequently,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1745,4,Female,78
24,No,Travel_Frequently,Travel_Rarely,Human Resources,10,3,Medical,1,1746,1,Male,59
30,Yes,Travel_Frequently,Travel_Rarely,Human Resources,8,3,Human Resources,1,1747,3,Female,66
31,No,Travel_Rarely,Travel_Rarely,Sales,5,3,Technical Degree,1,1749,1,Male,51
27,No,Travel_Rarely,Travel_Rarely,Research & Development,8,3,Medical,1,1751,3,Female,67
29,Yes,Travel_Rarely,Travel_Rarely,Sales,9,3,Marketing,1,1752,2,Female,52
29,No,Travel_Frequently,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1753,4,Male,70
30,No,Travel_Rarely,Travel_Rarely,Sales,15,2,Marketing,1,1754,3,Male,94
34,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Medical,1,1755,4,Male,97
33,No,Non-Travel,Travel_Rarely,Sales,2,3,Marketing,1,1756,4,Female,62
49,No,Travel_Rarely,Travel_Rarely,Sales,11,4,Marketing,1,1757,4,Female,80
33,Yes,Travel_Rarely,Travel_Rarely,Sales,16,3,Life Sciences,1,1758,1,Female,74
38,No,Travel_Frequently,Travel_Rarely,Research & Development,2,2,Medical,1,1760,3,Female,75
31,Yes,Travel_Rarely,Travel_Rarely,Sales,16,4,Marketing,1,1761,1,Male,70
29,No,Travel_Rarely,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1762,4,Female,91
30,No,Travel_Rarely,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1763,3,Male,58
32,No,Non-Travel,Travel_Rarely,Research & Development,5,4,Technical Degree,1,1764,2,Male,65
38,No,Travel_Rarely,Travel_Rarely,Research & Development,18,3,Medical,1,1766,2,Male,60
43,Yes,Travel_Frequently,Travel_Rarely,Research & Development,17,3,Technical Degree,1,1767,3,Male,38
42,No,Travel_Rarely,Travel_Rarely,Research & Development,12,3,Medical,1,1768,2,Male,57
55,No,Travel_Rarely,Travel_Rarely,Research & Development,2,3,Medical,1,1770,3,Male,60
33,No,Non-Travel,Travel_Rarely,Research & Development,4,3,Technical Degree,1,1771,4,Male,90
41,No,Travel_Rarely,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1772,3,Male,94
34,No,Non-Travel,Travel_Rarely,Sales,10,3,Life Sciences,1,1774,4,Male,87
53,No,Non-Travel,Travel_Rarely,Research & Development,1,4,Medical,1,1775,1,Female,60
43,No,Travel_Rarely,Travel_Rarely,Human Resources,2,3,Life Sciences,1,1778,2,Male,97
34,No,Travel_Rarely,Travel_Rarely,Sales,3,2,Life Sciences,1,1779,4,Female,32
21,Yes,Travel_Rarely,Travel_Rarely,Sales,7,1,Marketing,1,1780,2,Male,31
38,No,Travel_Rarely,Travel_Rarely,Research & Development,6,2,Other,1,1782,4,Female,40
22,Yes,Travel_Rarely,Travel_Rarely,Research & Development,8,1,Medical,1,1783,3,Female,79
31,No,Travel_Rarely,Travel_Rarely,Sales,29,4,Marketing,1,1784,1,Female,91
51,No,Travel_Rarely,Travel_Rarely,Research & Development,3,3,Technical Degree,1,1786,1,Female,53
37,No,Travel_Rarely,Travel_Rarely,Sales,9,2,Marketing,1,1787,2,Male,46
46,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Medical,1,1789,3,Male,46
36,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1790,4,Male,90
44,Yes,Travel_Frequently,Travel_Rarely,Research & Development,1,2,Medical,1,1792,3,Male,99
37,No,Travel_Rarely,Travel_Rarely,Human Resources,8,2,Other,1,1794,3,Male,89
35,Yes,Travel_Rarely,Travel_Rarely,Sales,27,3,Life Sciences,1,1797,3,Male,84
33,No,Travel_Rarely,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1798,4,Male,90
28,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1799,3,Male,82
39,No,Travel_Rarely,Travel_Rarely,Research & Development,10,1,Medical,1,1800,3,Male,65
46,No,Non-Travel,Travel_Rarely,Sales,26,2,Life Sciences,1,1801,2,Male,98
40,No,Travel_Rarely,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1802,3,Female,99
42,No,Travel_Rarely,Travel_Rarely,Research & Development,13,3,Medical,1,1803,2,Male,95
35,No,Non-Travel,Travel_Rarely,Research & Development,2,2,Medical,1,1804,2,Male,90
38,No,Non-Travel,Travel_Rarely,Human Resources,2,3,Human Resources,1,1805,1,Male,100
34,Yes,Travel_Frequently,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1807,4,Male,93
37,Yes,Travel_Rarely,Travel_Rarely,Research & Development,10,4,Medical,1,1809,4,Male,58
39,No,Travel_Frequently,Travel_Rarely,Sales,20,3,Life Sciences,1,1812,3,Male,83
43,No,Non-Travel,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1813,1,Male,52
41,No,Travel_Rarely,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1814,2,Male,85
41,No,Travel_Rarely,Travel_Rarely,Sales,4,1,Marketing,1,1815,3,Female,81
30,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Medical,1,1816,1,Female,64
26,Yes,Travel_Rarely,Travel_Rarely,Human Resources,20,2,Medical,1,1818,4,Female,69
46,Yes,Travel_Rarely,Travel_Rarely,Research & Development,21,2,Medical,1,1821,4,Female,66
40,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1822,3,Female,52
34,No,Travel_Rarely,Travel_Rarely,Sales,8,2,Technical Degree,1,1823,2,Male,92
58,No,Non-Travel,Travel_Rarely,Sales,2,3,Medical,1,1824,2,Male,52
35,No,Travel_Rarely,Travel_Rarely,Research & Development,23,4,Medical,1,1826,2,Male,91
47,No,Travel_Rarely,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1827,3,Female,92
40,No,Travel_Rarely,Travel_Rarely,Research & Development,12,3,Life Sciences,1,1829,2,Female,47
54,No,Travel_Rarely,Travel_Rarely,Research & Development,7,4,Medical,1,1830,4,Female,68
31,No,Travel_Frequently,Travel_Rarely,Sales,7,4,Marketing,1,1833,1,Female,68
28,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Medical,1,1834,3,Female,67
38,No,Travel_Rarely,Travel_Rarely,Sales,2,4,Marketing,1,1835,2,Female,77
26,No,Travel_Rarely,Travel_Rarely,Sales,10,3,Medical,1,1836,3,Male,46
58,No,Travel_Frequently,Travel_Rarely,Research & Development,15,4,Life Sciences,1,1837,1,Male,87
18,No,Non-Travel,Travel_Rarely,Research & Development,14,3,Medical,1,1839,2,Female,33
31,Yes,Travel_Rarely,Travel_Rarely,Human Resources,18,5,Human Resources,1,1842,4,Male,89
29,Yes,Travel_Rarely,Travel_Rarely,Human Resources,13,3,Human Resources,1,1844,1,Male,56
45,No,Non-Travel,Travel_Rarely,Sales,2,4,Life Sciences,1,1845,3,Female,67
36,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Other,1,1847,4,Female,73
43,No,Travel_Frequently,Travel_Rarely,Sales,2,4,Life Sciences,1,1849,1,Male,92
27,No,Travel_Frequently,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1850,4,Female,53
29,No,Travel_Frequently,Travel_Rarely,Research & Development,20,1,Medical,1,1852,4,Male,40
32,No,Travel_Frequently,Travel_Rarely,Sales,10,4,Marketing,1,1853,4,Male,79
42,No,Non-Travel,Travel_Rarely,Research & Development,10,4,Technical Degree,1,1854,3,Male,38
47,No,Travel_Rarely,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1856,2,Female,64
46,No,Travel_Rarely,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1857,4,Male,82
28,No,Non-Travel,Travel_Rarely,Human Resources,1,2,Life Sciences,1,1858,3,Male,43
29,No,Travel_Rarely,Travel_Rarely,Research & Development,29,1,Life Sciences,1,1859,4,Male,93
42,No,Travel_Rarely,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1860,4,Male,81
32,Yes,Travel_Rarely,Travel_Rarely,Sales,2,4,Marketing,1,1862,3,Male,82
46,No,Travel_Rarely,Travel_Rarely,Sales,3,3,Technical Degree,1,1863,1,Female,45
27,No,Travel_Rarely,Travel_Rarely,Sales,23,1,Medical,1,1864,2,Female,36
29,No,Travel_Rarely,Travel_Rarely,Human Resources,6,1,Medical,1,1865,4,Male,87
43,No,Travel_Rarely,Travel_Rarely,Research & Development,6,3,Medical,1,1866,1,Female,81
48,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1867,4,Male,91
29,Yes,Travel_Frequently,Travel_Rarely,Research & Development,24,2,Life Sciences,1,1868,4,Male,73
46,Yes,Travel_Rarely,Travel_Rarely,Sales,10,3,Life Sciences,1,1869,3,Female,64
27,No,Travel_Frequently,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1870,4,Female,77
39,No,Travel_Rarely,Travel_Rarely,Research & Development,19,4,Other,1,1871,4,Male,41
55,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1873,2,Male,98
28,No,Travel_Rarely,Travel_Rarely,Sales,3,3,Medical,1,1875,2,Female,78
30,Yes,Travel_Rarely,Travel_Rarely,Sales,9,3,Medical,1,1876,2,Male,89
22,Yes,Travel_Rarely,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1878,4,Male,75
36,No,Travel_Rarely,Travel_Rarely,Sales,10,4,Technical Degree,1,1880,2,Female,63
31,No,Travel_Rarely,Travel_Rarely,Research & Development,20,3,Life Sciences,1,1881,2,Male,89
34,No,Travel_Rarely,Travel_Rarely,Sales,4,3,Life Sciences,1,1882,3,Male,64
29,No,Travel_Rarely,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1883,4,Male,59
37,No,Travel_Rarely,Travel_Rarely,Research & Development,7,4,Medical,1,1885,4,Male,78
35,No,Travel_Rarely,Travel_Rarely,Research & Development,16,2,Other,1,1886,4,Female,44
45,No,Travel_Rarely,Travel_Rarely,Research & Development,25,2,Life Sciences,1,1888,2,Female,93
36,No,Travel_Frequently,Travel_Rarely,Human Resources,2,1,Human Resources,1,1890,2,Male,94
40,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1892,1,Male,98
26,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1893,2,Female,90
27,No,Travel_Rarely,Travel_Rarely,Sales,2,2,Medical,1,1898,1,Female,89
48,No,Travel_Frequently,Travel_Rarely,Research & Development,22,3,Medical,1,1900,4,Female,58
44,No,Travel_Rarely,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1903,2,Male,78
34,Yes,Non-Travel,Travel_Rarely,Research & Development,16,4,Technical Degree,1,1905,4,Male,85
56,Yes,Travel_Rarely,Travel_Rarely,Research & Development,24,2,Life Sciences,1,1907,1,Male,97
36,No,Travel_Rarely,Travel_Rarely,Sales,17,2,Marketing,1,1908,3,Male,33
41,No,Travel_Rarely,Travel_Rarely,Sales,8,3,Marketing,1,1909,3,Female,54
42,No,Travel_Rarely,Travel_Rarely,Research & Development,6,3,Medical,1,1911,3,Male,83
31,No,Travel_Rarely,Travel_Rarely,Sales,10,2,Medical,1,1912,3,Female,86
34,No,Travel_Rarely,Travel_Rarely,Sales,3,1,Medical,1,1915,4,Female,75
31,No,Travel_Rarely,Travel_Rarely,Research & Development,4,3,Medical,1,1916,1,Female,62
26,No,Travel_Frequently,Travel_Rarely,Research & Development,6,3,Other,1,1918,3,Male,61
45,No,Travel_Frequently,Travel_Rarely,Research & Development,1,4,Medical,1,1922,2,Male,44
33,No,Travel_Rarely,Travel_Rarely,Sales,10,4,Marketing,1,1924,2,Male,43
28,No,Travel_Frequently,Travel_Rarely,Sales,1,2,Life Sciences,1,1927,3,Male,42
29,Yes,Travel_Frequently,Travel_Rarely,Sales,24,3,Technical Degree,1,1928,3,Male,45
39,No,Non-Travel,Travel_Rarely,Sales,21,4,Life Sciences,1,1929,1,Female,32
27,No,Travel_Rarely,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1931,2,Male,41
34,No,Travel_Frequently,Travel_Rarely,Research & Development,22,4,Other,1,1932,3,Male,86
28,Yes,Travel_Rarely,Travel_Rarely,Sales,13,2,Marketing,1,1933,4,Female,84
47,No,Non-Travel,Travel_Rarely,Research & Development,14,4,Technical Degree,1,1934,3,Male,64
56,No,Travel_Rarely,Travel_Rarely,Sales,11,5,Marketing,1,1935,4,Female,89
39,No,Travel_Rarely,Travel_Rarely,Research & Development,9,2,Medical,1,1936,1,Male,87
38,No,Travel_Frequently,Travel_Rarely,Research & Development,8,3,Medical,1,1937,4,Female,58
58,No,Travel_Rarely,Travel_Rarely,Sales,21,3,Life Sciences,1,1938,4,Female,72
32,Yes,Travel_Frequently,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1939,1,Female,47
38,No,Travel_Rarely,Travel_Rarely,Research & Development,9,2,Life Sciences,1,1940,2,Male,71
49,No,Travel_Frequently,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1941,2,Male,42
42,No,Travel_Rarely,Travel_Rarely,Sales,12,4,Marketing,1,1943,2,Male,77
27,Yes,Travel_Frequently,Travel_Rarely,Human Resources,22,3,Human Resources,1,1944,1,Female,58
35,No,Travel_Rarely,Travel_Rarely,Sales,18,4,Medical,1,1945,2,Male,71
28,No,Non-Travel,Travel_Rarely,Research & Development,16,3,Medical,1,1947,3,Male,49
31,No,Non-Travel,Travel_Rarely,Research & Development,3,2,Medical,1,1948,3,Male,48
36,No,Non-Travel,Travel_Rarely,Research & Development,9,4,Life Sciences,1,1949,1,Male,66
34,No,Travel_Rarely,Travel_Rarely,Sales,1,3,Marketing,1,1950,1,Male,32
34,No,Travel_Rarely,Travel_Rarely,Sales,13,4,Medical,1,1951,4,Male,39
26,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Medical,1,1952,3,Male,95
29,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1954,1,Male,89
32,No,Non-Travel,Travel_Rarely,Research & Development,15,4,Medical,1,1955,3,Female,34
31,No,Travel_Frequently,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1956,4,Male,48
28,Yes,Travel_Rarely,Travel_Rarely,Research & Development,17,3,Technical Degree,1,1960,3,Male,32
38,No,Travel_Rarely,Travel_Rarely,Sales,1,3,Life Sciences,1,1961,1,Male,59
35,No,Travel_Rarely,Travel_Rarely,Sales,7,4,Life Sciences,1,1962,3,Female,55
27,No,Travel_Rarely,Travel_Rarely,Sales,9,3,Marketing,1,1965,4,Male,44
32,No,Travel_Rarely,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1966,4,Male,56
31,Yes,Travel_Frequently,Travel_Rarely,Sales,26,4,Marketing,1,1967,1,Male,63
53,Yes,Travel_Rarely,Travel_Rarely,Sales,24,4,Life Sciences,1,1968,1,Male,66
54,No,Travel_Rarely,Travel_Rarely,Research & Development,9,2,Life Sciences,1,1969,1,Female,67
33,No,Travel_Frequently,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1970,4,Male,36
43,No,Travel_Rarely,Travel_Rarely,Research & Development,11,3,Life Sciences,1,1971,1,Male,30
38,No,Travel_Frequently,Travel_Rarely,Human Resources,1,4,Other,1,1972,4,Male,88
55,No,Travel_Rarely,Travel_Rarely,Human Resources,26,4,Human Resources,1,1973,3,Male,71
31,No,Travel_Rarely,Travel_Rarely,Research & Development,2,1,Medical,1,1974,4,Female,59
39,No,Travel_Rarely,Travel_Rarely,Sales,15,4,Marketing,1,1975,2,Male,77
42,No,Non-Travel,Travel_Rarely,Research & Development,23,2,Life Sciences,1,1976,4,Male,37
31,No,Non-Travel,Travel_Rarely,Research & Development,10,3,Medical,1,1979,3,Female,40
54,No,Travel_Rarely,Travel_Rarely,Research & Development,10,3,Medical,1,1980,3,Female,77
24,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1981,2,Male,45
23,No,Travel_Rarely,Travel_Rarely,Research & Development,12,2,Other,1,1982,4,Male,78
40,No,Travel_Frequently,Travel_Rarely,Research & Development,11,3,Technical Degree,1,1985,4,Female,73
40,No,Travel_Rarely,Travel_Rarely,Sales,2,2,Marketing,1,1986,2,Female,92
25,No,Travel_Rarely,Travel_Rarely,Human Resources,2,3,Human Resources,1,1987,3,Female,82
30,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Medical,1,1989,4,Male,76
25,No,Travel_Rarely,Travel_Rarely,Research & Development,2,1,Other,1,1992,4,Male,57
47,No,Travel_Rarely,Travel_Rarely,Research & Development,25,3,Medical,1,1993,1,Male,84
33,No,Non-Travel,Travel_Rarely,Research & Development,1,2,Medical,1,1994,2,Male,59
38,No,Travel_Rarely,Travel_Rarely,Sales,1,4,Life Sciences,1,1995,4,Male,86
31,No,Travel_Rarely,Travel_Rarely,Sales,2,2,Life Sciences,1,1996,1,Male,54
38,No,Travel_Frequently,Travel_Rarely,Research & Development,6,4,Life Sciences,1,1997,1,Male,72
42,No,Travel_Rarely,Travel_Rarely,Research & Development,18,4,Life Sciences,1,1998,4,Male,35
41,No,Travel_Rarely,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1999,4,Male,76
47,No,Non-Travel,Travel_Rarely,Research & Development,1,1,Medical,1,2000,3,Female,98
35,No,Travel_Rarely,Travel_Rarely,Research & Development,11,4,Medical,1,2003,4,Male,43
22,No,Travel_Rarely,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2007,4,Male,63
35,No,Travel_Rarely,Travel_Rarely,Research & Development,9,4,Medical,1,2008,2,Male,48
33,No,Travel_Rarely,Travel_Rarely,Research & Development,15,2,Medical,1,2009,2,Female,95
32,No,Travel_Rarely,Travel_Rarely,Research & Development,29,4,Life Sciences,1,2010,3,Female,49
