Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,ANOTHER_CATEGORICAL_COLUMN,ANNUAL CTC,ANNUAL SALES 
40,0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,YES,160000,159934
35,0,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,NO,104000,103934
37,0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,CANTSAY,170000,169934
39,0,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,MAYBE,162000,161934
45,0,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,YES,118000,117934
38,0,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,NO,108000,107934
35,1,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,CANTSAY,110000,109934
37,0,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,MAYBE,142000,141934
40,0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,YES,168000,167934
44,0,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,NO,74000,73934
48,0,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,CANTSAY,178000,177934
35,1,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,MAYBE,118000,117934
24,0,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,YES,64000,63934
27,0,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,NO,172000,171934
27,0,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,CANTSAY,174000,173934
40,1,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,MAYBE,146000,145934
29,0,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,YES,84000,83934
36,0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,NO,84000,83934
25,0,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,CANTSAY,154000,153934
39,0,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,MAYBE,132000,131934
49,0,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,YES,144000,143934
50,0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,NO,100000,99934
20,0,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,CANTSAY,62000,61934
34,0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,MAYBE,132000,131934
36,0,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,YES,154000,153934
49,0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,NO,82000,81934
36,0,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,CANTSAY,66000,65934
36,0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,MAYBE,158000,157934
54,0,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,YES,182000,181934
43,0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,NO,130000,129934
35,1,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,CANTSAY,72000,71934
38,0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,MAYBE,180000,179934
29,0,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,YES,86000,85934
33,0,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,NO,186000,185934
32,0,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,CANTSAY,90000,89934
31,0,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,MAYBE,134000,133934
49,0,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,YES,148000,147934
38,0,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,NO,84000,83934
47,0,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,CANTSAY,94000,93934
49,0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,MAYBE,72000,71934
41,0,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,YES,160000,159934
20,0,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,NO,108000,107934
33,0,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,CANTSAY,72000,71934
36,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,MAYBE,160000,159934
44,0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,YES,88000,87934
23,1,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,NO,186000,185934
38,0,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,CANTSAY,174000,173934
53,0,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,MAYBE,96000,95934
48,1,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,YES,190000,189934
32,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,NO,190000,189934
26,0,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,CANTSAY,152000,151934
55,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,MAYBE,188000,187934
34,0,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,YES,114000,113934
60,0,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,NO,184000,183934
33,0,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,CANTSAY,158000,157934
37,0,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,MAYBE,62000,61934
34,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,YES,70000,69934
23,1,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,NO,198000,197934
44,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,CANTSAY,192000,191934
35,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,MAYBE,158000,157934
43,0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,YES,146000,145934
24,0,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,NO,124000,123934
41,0,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,CANTSAY,70000,69934
29,0,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,MAYBE,86000,85934
36,0,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,YES,102000,101934
45,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,NO,148000,147934
24,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,CANTSAY,116000,115934
47,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,MAYBE,164000,163934
26,0,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,YES,124000,123934
45,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,NO,96000,95934
32,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,CANTSAY,112000,111934
31,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,MAYBE,138000,137934
41,0,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,YES,120000,119934
40,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,NO,184000,183934
24,0,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,CANTSAY,182000,181934
46,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,MAYBE,68000,67934
35,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,YES,98000,97934
30,0,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,NO,66000,65934
47,0,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,CANTSAY,174000,173934
46,0,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,MAYBE,148000,147934
36,1,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,YES,192000,191934
32,1,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,NO,68000,67934
23,0,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,CANTSAY,102000,101934
31,0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,MAYBE,60000,59934
39,0,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,YES,154000,153934
32,0,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,NO,160000,159934
40,0,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,CANTSAY,176000,175934
45,0,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,MAYBE,112000,111934
30,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,YES,156000,155934
24,0,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,NO,118000,117934
30,1,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,CANTSAY,132000,131934
31,0,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,MAYBE,102000,101934
27,0,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,YES,134000,133934
29,1,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,NO,104000,103934
29,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,CANTSAY,140000,139934
30,0,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,MAYBE,188000,187934
34,0,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,YES,194000,193934
33,0,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,NO,124000,123934
49,0,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,CANTSAY,160000,159934
33,1,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,MAYBE,148000,147934
38,0,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,YES,150000,149934
31,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,NO,140000,139934
29,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,CANTSAY,182000,181934
30,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,MAYBE,116000,115934
32,0,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,YES,130000,129934
38,0,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,NO,120000,119934
43,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,CANTSAY,76000,75934
42,0,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,MAYBE,114000,113934
55,0,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,YES,120000,119934
33,0,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,NO,180000,179934
41,0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,CANTSAY,188000,187934
34,0,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,MAYBE,174000,173934
53,0,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,YES,120000,119934
43,0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,NO,194000,193934
34,0,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,CANTSAY,64000,63934
21,1,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,MAYBE,62000,61934
38,0,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,YES,80000,79934
22,1,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,NO,158000,157934
31,0,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,CANTSAY,182000,181934
51,0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,MAYBE,106000,105934
37,0,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,YES,92000,91934
46,0,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,NO,92000,91934
36,0,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,CANTSAY,180000,179934
44,1,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,MAYBE,198000,197934
37,0,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,YES,178000,177934
35,1,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,NO,168000,167934
33,0,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,CANTSAY,180000,179934
28,0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,MAYBE,164000,163934
39,0,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,YES,130000,129934
46,0,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,NO,196000,195934
40,0,Travel_Rarely,616,Research & Development,2,2,Life Sciences,3,Female,99,CANTSAY,198000,197934
42,0,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,MAYBE,190000,189934
35,0,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,YES,180000,179934
38,0,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,NO,200000,199934
34,1,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,CANTSAY,186000,185934
37,1,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,MAYBE,116000,115934
39,0,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,83,YES,166000,165934
43,0,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,NO,104000,103934
41,0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,85,CANTSAY,170000,169934
41,0,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,81,MAYBE,162000,161934
30,0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Female,64,YES,128000,127934
26,1,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,NO,138000,137934
46,1,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,66,CANTSAY,132000,131934
40,0,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,3,Female,52,MAYBE,104000,103934
34,0,Travel_Rarely,810,Sales,8,2,Technical Degree,2,Male,92,YES,184000,183934
58,0,Non-Travel,350,Sales,2,3,Medical,2,Male,52,NO,104000,103934
35,0,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,CANTSAY,182000,181934
47,0,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,Female,92,MAYBE,184000,183934
40,0,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,Female,47,YES,94000,93934
54,0,Travel_Rarely,431,Research & Development,7,4,Medical,4,Female,68,NO,136000,135934
31,0,Travel_Frequently,1125,Sales,7,4,Marketing,1,Female,68,CANTSAY,136000,135934
28,0,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,MAYBE,134000,133934
38,0,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,YES,154000,153934
26,0,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,NO,92000,91934
58,0,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,Male,87,CANTSAY,174000,173934
18,0,Non-Travel,1431,Research & Development,14,3,Medical,2,Female,33,MAYBE,66000,65934
31,1,Travel_Rarely,359,Human Resources,18,5,Human Resources,4,Male,89,YES,178000,177934
29,1,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,Male,56,NO,112000,111934
45,0,Non-Travel,589,Sales,2,4,Life Sciences,3,Female,67,CANTSAY,134000,133934
36,0,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,73,MAYBE,146000,145934
43,0,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,Male,92,YES,184000,183934
27,0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,53,NO,106000,105934
29,0,Travel_Frequently,574,Research & Development,20,1,Medical,4,Male,40,CANTSAY,80000,79934
32,0,Travel_Frequently,1318,Sales,10,4,Marketing,4,Male,79,MAYBE,158000,157934
42,0,Non-Travel,355,Research & Development,10,4,Technical Degree,3,Male,38,YES,76000,75934
47,0,Travel_Rarely,207,Research & Development,9,4,Life Sciences,2,Female,64,NO,128000,127934
46,0,Travel_Rarely,706,Research & Development,2,2,Life Sciences,4,Male,82,CANTSAY,164000,163934
28,0,Non-Travel,280,Human Resources,1,2,Life Sciences,3,Male,43,MAYBE,86000,85934
29,0,Travel_Rarely,726,Research & Development,29,1,Life Sciences,4,Male,93,YES,186000,185934
42,0,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,4,Male,81,NO,162000,161934
32,1,Travel_Rarely,414,Sales,2,4,Marketing,3,Male,82,CANTSAY,164000,163934
46,0,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,Female,45,MAYBE,90000,89934
27,0,Travel_Rarely,728,Sales,23,1,Medical,2,Female,36,YES,72000,71934
29,0,Travel_Rarely,352,Human Resources,6,1,Medical,4,Male,87,NO,174000,173934
43,0,Travel_Rarely,823,Research & Development,6,3,Medical,1,Female,81,CANTSAY,162000,161934
48,0,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,4,Male,91,MAYBE,182000,181934
29,1,Travel_Frequently,459,Research & Development,24,2,Life Sciences,4,Male,73,YES,146000,145934
46,1,Travel_Rarely,1254,Sales,10,3,Life Sciences,3,Female,64,NO,128000,127934
27,0,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,4,Female,77,CANTSAY,154000,153934
39,0,Travel_Rarely,835,Research & Development,19,4,Other,4,Male,41,MAYBE,82000,81934
55,0,Travel_Rarely,836,Research & Development,2,4,Technical Degree,2,Male,98,YES,196000,195934
28,0,Travel_Rarely,1172,Sales,3,3,Medical,2,Female,78,NO,156000,155934
30,1,Travel_Rarely,945,Sales,9,3,Medical,2,Male,89,CANTSAY,178000,177934
22,1,Travel_Rarely,391,Research & Development,7,1,Life Sciences,4,Male,75,MAYBE,150000,149934
36,0,Travel_Rarely,1266,Sales,10,4,Technical Degree,2,Female,63,YES,126000,125934
31,0,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,89,NO,178000,177934
34,0,Travel_Rarely,1480,Sales,4,3,Life Sciences,3,Male,64,CANTSAY,128000,127934
29,0,Travel_Rarely,592,Research & Development,7,3,Life Sciences,4,Male,59,MAYBE,118000,117934
37,0,Travel_Rarely,783,Research & Development,7,4,Medical,4,Male,78,YES,156000,155934
35,0,Travel_Rarely,219,Research & Development,16,2,Other,4,Female,44,NO,88000,87934
45,0,Travel_Rarely,556,Research & Development,25,2,Life Sciences,2,Female,93,CANTSAY,186000,185934
36,0,Travel_Frequently,1213,Human Resources,2,1,Human Resources,2,Male,94,MAYBE,188000,187934
40,0,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,Male,98,YES,196000,195934
26,0,Travel_Rarely,482,Research & Development,1,2,Life Sciences,2,Female,90,NO,180000,179934
27,0,Travel_Rarely,511,Sales,2,2,Medical,1,Female,89,CANTSAY,178000,177934
48,0,Travel_Frequently,117,Research & Development,22,3,Medical,4,Female,58,MAYBE,116000,115934
44,0,Travel_Rarely,170,Research & Development,1,4,Life Sciences,2,Male,78,YES,156000,155934
34,1,Non-Travel,967,Research & Development,16,4,Technical Degree,4,Male,85,NO,170000,169934
56,1,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,Male,97,CANTSAY,194000,193934
36,0,Travel_Rarely,335,Sales,17,2,Marketing,3,Male,33,MAYBE,66000,65934
41,0,Travel_Rarely,337,Sales,8,3,Marketing,3,Female,54,YES,108000,107934
42,0,Travel_Rarely,1396,Research & Development,6,3,Medical,3,Male,83,NO,166000,165934
31,0,Travel_Rarely,1079,Sales,10,2,Medical,3,Female,86,CANTSAY,172000,171934
34,0,Travel_Rarely,735,Sales,3,1,Medical,4,Female,75,MAYBE,150000,149934
31,0,Travel_Rarely,471,Research & Development,4,3,Medical,1,Female,62,YES,124000,123934
26,0,Travel_Frequently,1096,Research & Development,6,3,Other,3,Male,61,NO,122000,121934
45,0,Travel_Frequently,1297,Research & Development,1,4,Medical,2,Male,44,CANTSAY,88000,87934
33,0,Travel_Rarely,217,Sales,10,4,Marketing,2,Male,43,MAYBE,86000,85934
28,0,Travel_Frequently,783,Sales,1,2,Life Sciences,3,Male,42,YES,84000,83934
29,1,Travel_Frequently,746,Sales,24,3,Technical Degree,3,Male,45,NO,90000,89934
39,0,Non-Travel,1251,Sales,21,4,Life Sciences,1,Female,32,CANTSAY,64000,63934
27,0,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,2,Male,41,MAYBE,82000,81934
34,0,Travel_Frequently,735,Research & Development,22,4,Other,3,Male,86,YES,172000,171934
28,1,Travel_Rarely,1475,Sales,13,2,Marketing,4,Female,84,NO,168000,167934
47,0,Non-Travel,1169,Research & Development,14,4,Technical Degree,3,Male,64,CANTSAY,128000,127934
56,0,Travel_Rarely,1443,Sales,11,5,Marketing,4,Female,89,MAYBE,178000,177934
39,0,Travel_Rarely,867,Research & Development,9,2,Medical,1,Male,87,YES,174000,173934
38,0,Travel_Frequently,1394,Research & Development,8,3,Medical,4,Female,58,NO,116000,115934
58,0,Travel_Rarely,605,Sales,21,3,Life Sciences,4,Female,72,CANTSAY,144000,143934
32,1,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,Female,47,MAYBE,94000,93934
38,0,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,2,Male,71,YES,142000,141934
49,0,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,2,Male,42,NO,84000,83934
42,0,Travel_Rarely,419,Sales,12,4,Marketing,2,Male,77,CANTSAY,154000,153934
27,1,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,Female,58,MAYBE,116000,115934
35,0,Travel_Rarely,682,Sales,18,4,Medical,2,Male,71,YES,142000,141934
28,0,Non-Travel,1103,Research & Development,16,3,Medical,3,Male,49,NO,98000,97934
31,0,Non-Travel,976,Research & Development,3,2,Medical,3,Male,48,CANTSAY,96000,95934
36,0,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,Male,66,MAYBE,132000,131934
34,0,Travel_Rarely,937,Sales,1,3,Marketing,1,Male,32,YES,64000,63934
34,0,Travel_Rarely,1239,Sales,13,4,Medical,4,Male,39,NO,78000,77934
26,0,Travel_Rarely,157,Research & Development,1,3,Medical,3,Male,95,CANTSAY,190000,189934
29,0,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,Male,89,MAYBE,178000,177934
32,0,Non-Travel,1146,Research & Development,15,4,Medical,3,Female,34,YES,68000,67934
31,0,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,4,Male,48,NO,96000,95934
28,1,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,3,Male,32,CANTSAY,64000,63934
38,0,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,Male,59,MAYBE,118000,117934
35,0,Travel_Rarely,1224,Sales,7,4,Life Sciences,3,Female,55,YES,110000,109934
27,0,Travel_Rarely,954,Sales,9,3,Marketing,4,Male,44,NO,88000,87934
32,0,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,4,Male,56,CANTSAY,112000,111934
31,1,Travel_Frequently,754,Sales,26,4,Marketing,1,Male,63,MAYBE,126000,125934
53,1,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,Male,66,YES,132000,131934
54,0,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,Female,67,NO,134000,133934
33,0,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,4,Male,36,CANTSAY,72000,71934
43,0,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,Male,30,MAYBE,60000,59934
38,0,Travel_Frequently,1444,Human Resources,1,4,Other,4,Male,88,YES,176000,175934
55,0,Travel_Rarely,189,Human Resources,26,4,Human Resources,3,Male,71,NO,142000,141934
31,0,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,59,CANTSAY,118000,117934
39,0,Travel_Rarely,119,Sales,15,4,Marketing,2,Male,77,MAYBE,154000,153934
42,0,Non-Travel,335,Research & Development,23,2,Life Sciences,4,Male,37,YES,74000,73934
31,0,Non-Travel,697,Research & Development,10,3,Medical,3,Female,40,NO,80000,79934
54,0,Travel_Rarely,157,Research & Development,10,3,Medical,3,Female,77,CANTSAY,154000,153934
24,0,Travel_Rarely,771,Research & Development,1,2,Life Sciences,2,Male,45,MAYBE,90000,89934
23,0,Travel_Rarely,571,Research & Development,12,2,Other,4,Male,78,YES,156000,155934
40,0,Travel_Frequently,692,Research & Development,11,3,Technical Degree,4,Female,73,NO,146000,145934
40,0,Travel_Rarely,444,Sales,2,2,Marketing,2,Female,92,CANTSAY,184000,183934
25,0,Travel_Rarely,309,Human Resources,2,3,Human Resources,3,Female,82,MAYBE,164000,163934
30,0,Travel_Rarely,911,Research & Development,1,2,Medical,4,Male,76,YES,152000,151934
25,0,Travel_Rarely,977,Research & Development,2,1,Other,4,Male,57,NO,114000,113934
47,0,Travel_Rarely,1180,Research & Development,25,3,Medical,1,Male,84,CANTSAY,168000,167934
33,0,Non-Travel,1313,Research & Development,1,2,Medical,2,Male,59,MAYBE,118000,117934
38,0,Travel_Rarely,1321,Sales,1,4,Life Sciences,4,Male,86,YES,172000,171934
31,0,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,Male,54,NO,108000,107934
38,0,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,Male,72,CANTSAY,144000,143934
42,0,Travel_Rarely,557,Research & Development,18,4,Life Sciences,4,Male,35,MAYBE,70000,69934
41,0,Travel_Rarely,642,Research & Development,1,3,Life Sciences,4,Male,76,YES,152000,151934
47,0,Non-Travel,1162,Research & Development,1,1,Medical,3,Female,98,NO,196000,195934
35,0,Travel_Rarely,1490,Research & Development,11,4,Medical,4,Male,43,CANTSAY,86000,85934
22,0,Travel_Rarely,581,Research & Development,1,2,Life Sciences,4,Male,63,MAYBE,126000,125934
35,0,Travel_Rarely,1395,Research & Development,9,4,Medical,2,Male,48,YES,96000,95934
33,0,Travel_Rarely,501,Research & Development,15,2,Medical,2,Female,95,NO,190000,189934
32,0,Travel_Rarely,267,Research & Development,29,4,Life Sciences,3,Female,49,CANTSAY,98000,97934
40,0,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,Male,83,MAYBE,166000,165934
32,0,Travel_Rarely,234,Sales,1,4,Medical,2,Male,68,YES,136000,135934
39,0,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,Male,52,NO,104000,103934
38,0,Travel_Rarely,201,Research & Development,10,3,Medical,2,Female,99,CANTSAY,198000,197934
32,0,Travel_Rarely,801,Sales,1,4,Marketing,3,Female,48,MAYBE,96000,95934
37,0,Travel_Rarely,161,Research & Development,10,3,Life Sciences,3,Female,42,YES,84000,83934
25,0,Travel_Rarely,1382,Sales,8,2,Other,1,Female,85,NO,170000,169934
52,0,Non-Travel,585,Sales,29,4,Life Sciences,1,Male,40,CANTSAY,80000,79934
44,0,Travel_Rarely,1037,Research & Development,1,3,Medical,2,Male,42,MAYBE,84000,83934
21,0,Travel_Rarely,501,Sales,5,1,Medical,3,Male,58,YES,116000,115934
39,0,Non-Travel,105,Research & Development,9,3,Life Sciences,4,Male,87,NO,174000,173934
23,1,Travel_Frequently,638,Sales,9,3,Marketing,4,Male,33,CANTSAY,66000,65934
36,0,Travel_Rarely,557,Sales,3,3,Medical,1,Female,94,MAYBE,188000,187934
36,0,Travel_Frequently,688,Research & Development,4,2,Life Sciences,4,Female,97,YES,194000,193934
56,0,Non-Travel,667,Research & Development,1,4,Life Sciences,3,Male,57,NO,114000,113934
29,1,Travel_Rarely,1092,Research & Development,1,4,Medical,1,Male,36,CANTSAY,72000,71934
42,0,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,Male,56,MAYBE,112000,111934
56,1,Travel_Rarely,310,Research & Development,7,2,Technical Degree,4,Male,72,YES,144000,143934
41,0,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,Female,60,NO,120000,119934
